period,stay_date,iso_year,iso_week,month,day_of_week,season,is_holiday_period,is_weekend,previous_occupancy,rolling_7_day_occupancy,known_reservations_30d_before,known_guest_count_30d_before,known_average_nights_30d_before,occupied_accommodations,active_reservations,guests_on_site,average_nights,occupancy_rate
2024-W18-D4,2024-05-03,2024,18,5,4,1,1,1,23.333333333333332,21.309523809523817,42,142.79999999999998,4.8,31.0,31.0,92.0,8.838709677419354,25.833333333333336
2024-W18-D5,2024-05-04,2024,18,5,5,1,1,1,25.833333333333336,22.5,42,142.79999999999998,4.8,34.0,34.0,97.0,8.705882352941176,28.333333333333332
2024-W18-D6,2024-05-05,2024,18,5,6,1,1,0,28.333333333333332,23.571428571428573,42,142.79999999999998,4.8,30.0,30.0,91.0,8.833333333333334,25.0
2024-W19-D0,2024-05-06,2024,19,5,0,1,1,0,25.0,23.928571428571427,42,142.79999999999998,4.8,32.0,32.0,104.0,8.96875,26.666666666666668
2024-W19-D1,2024-05-07,2024,19,5,1,1,1,0,26.666666666666668,24.76190476190476,42,142.79999999999998,4.8,31.0,31.0,100.0,9.064516129032258,25.833333333333336
2024-W19-D2,2024-05-08,2024,19,5,2,1,1,0,25.833333333333336,25.357142857142858,42,142.79999999999998,4.8,28.0,28.0,91.0,9.107142857142858,23.333333333333332
2024-W19-D3,2024-05-09,2024,19,5,3,1,1,0,23.333333333333332,25.47619047619048,42,142.79999999999998,4.8,32.0,32.0,104.0,8.8125,26.666666666666668
2024-W19-D4,2024-05-10,2024,19,5,4,1,1,1,26.666666666666668,25.952380952380953,42,142.79999999999998,4.8,31.0,31.0,103.0,8.64516129032258,25.833333333333336
2024-W19-D5,2024-05-11,2024,19,5,5,1,1,1,25.833333333333336,25.952380952380953,42,142.79999999999998,4.8,29.0,29.0,104.0,9.03448275862069,24.166666666666668
2024-W19-D6,2024-05-12,2024,19,5,6,1,1,0,24.166666666666668,25.357142857142858,42,142.79999999999998,4.8,28.0,28.0,98.0,8.714285714285714,23.333333333333332
2024-W20-D0,2024-05-13,2024,20,5,0,1,0,0,23.333333333333332,25.11904761904762,42,142.79999999999998,4.8,29.0,29.0,93.0,8.275862068965518,24.166666666666668
2024-W20-D1,2024-05-14,2024,20,5,1,1,0,0,24.166666666666668,24.761904761904763,42,142.79999999999998,4.8,28.0,28.0,90.0,7.714285714285714,23.333333333333332
2024-W20-D2,2024-05-15,2024,20,5,2,1,0,0,23.333333333333332,24.404761904761905,42,142.79999999999998,4.8,30.0,30.0,96.0,7.2,25.0
2024-W20-D3,2024-05-16,2024,20,5,3,1,0,0,25.0,24.642857142857142,42,142.79999999999998,4.8,26.0,26.0,92.0,7.076923076923077,21.666666666666668
2024-W20-D4,2024-05-17,2024,20,5,4,1,0,1,21.666666666666668,23.928571428571427,42,142.79999999999998,4.8,22.0,22.0,83.0,6.590909090909091,18.333333333333332
2024-W20-D5,2024-05-18,2024,20,5,5,1,0,1,18.333333333333332,22.857142857142858,42,142.79999999999998,4.8,20.0,20.0,74.0,6.25,16.666666666666664
2024-W20-D6,2024-05-19,2024,20,5,6,1,0,0,16.666666666666664,21.785714285714285,42,142.79999999999998,4.8,23.0,23.0,83.0,6.0,19.166666666666668
2024-W21-D0,2024-05-20,2024,21,5,0,1,0,0,19.166666666666668,21.190476190476193,42,142.79999999999998,4.8,25.0,25.0,91.0,5.24,20.833333333333336
2024-W21-D1,2024-05-21,2024,21,5,1,1,0,0,20.833333333333336,20.714285714285715,42,142.79999999999998,4.8,22.0,22.0,79.0,5.5,18.333333333333332
2024-W21-D2,2024-05-22,2024,21,5,2,1,0,0,18.333333333333332,20.0,42,142.79999999999998,4.8,25.0,25.0,94.0,5.08,20.833333333333336
2024-W21-D3,2024-05-23,2024,21,5,3,1,0,0,20.833333333333336,19.404761904761905,42,142.79999999999998,4.8,23.0,23.0,78.0,4.913043478260869,19.166666666666668
2024-W21-D4,2024-05-24,2024,21,5,4,1,0,1,19.166666666666668,19.047619047619047,42,142.79999999999998,4.8,24.0,24.0,81.0,4.208333333333333,20.0
2024-W21-D5,2024-05-25,2024,21,5,5,1,0,1,20.0,19.285714285714285,42,142.79999999999998,4.8,32.0,32.0,91.0,3.53125,26.666666666666668
2024-W21-D6,2024-05-26,2024,21,5,6,1,0,0,26.666666666666668,20.714285714285715,42,142.79999999999998,4.8,28.0,28.0,70.0,4.178571428571429,23.333333333333332
2024-W22-D0,2024-05-27,2024,22,5,0,1,0,0,23.333333333333332,21.309523809523817,42,142.79999999999998,4.8,18.0,18.0,43.0,4.833333333333333,15.0
2024-W22-D1,2024-05-28,2024,22,5,1,1,0,0,15.0,20.47619047619048,42,142.79999999999998,4.8,14.0,14.0,30.0,5.357142857142857,11.666666666666666
2024-W22-D2,2024-05-29,2024,22,5,2,1,0,0,11.666666666666666,19.52380952380952,42,142.79999999999998,4.8,13.0,13.0,26.0,5.230769230769231,10.833333333333334
2024-W22-D3,2024-05-30,2024,22,5,3,1,0,0,10.833333333333334,18.095238095238095,42,142.79999999999998,4.8,11.0,11.0,20.0,5.2727272727272725,9.166666666666666
2024-W22-D4,2024-05-31,2024,22,5,4,1,0,1,9.166666666666666,16.666666666666668,42,142.79999999999998,4.8,11.0,11.0,20.0,5.181818181818182,9.166666666666666
2024-W22-D5,2024-06-01,2024,22,6,5,2,0,1,9.166666666666666,15.11904761904762,42,142.79999999999998,4.8,17.0,17.0,42.0,4.0,14.166666666666666
2024-W22-D6,2024-06-02,2024,22,6,6,2,0,0,14.166666666666666,13.333333333333332,42,142.79999999999998,4.8,17.0,17.0,54.0,3.7058823529411766,14.166666666666666
2024-W23-D0,2024-06-03,2024,23,6,0,2,0,0,14.166666666666666,12.023809523809524,42,142.79999999999998,4.8,17.0,17.0,53.0,3.8823529411764706,14.166666666666666
2024-W23-D1,2024-06-04,2024,23,6,1,2,0,0,14.166666666666666,11.904761904761903,42,142.79999999999998,4.8,15.0,15.0,46.0,4.066666666666666,12.5
2024-W23-D2,2024-06-05,2024,23,6,2,2,0,0,12.5,12.023809523809522,42,142.79999999999998,4.8,17.0,17.0,51.0,4.470588235294118,14.166666666666666
2024-W23-D3,2024-06-06,2024,23,6,3,2,0,0,14.166666666666666,12.5,42,142.79999999999998,4.8,21.0,21.0,70.0,4.809523809523809,17.5
2024-W23-D4,2024-06-07,2024,23,6,4,2,0,1,17.5,13.69047619047619,42,142.79999999999998,4.8,28.0,28.0,86.0,4.321428571428571,23.333333333333332
2024-W23-D5,2024-06-08,2024,23,6,5,2,0,1,23.333333333333332,15.714285714285712,42,142.79999999999998,4.8,30.0,30.0,93.0,4.166666666666667,25.0
2024-W23-D6,2024-06-09,2024,23,6,6,2,0,0,25.0,17.261904761904763,42,142.79999999999998,4.8,25.0,25.0,78.0,4.32,20.833333333333336
2024-W24-D0,2024-06-10,2024,24,6,0,2,0,0,20.833333333333336,18.214285714285715,42,142.79999999999998,4.8,18.0,18.0,53.0,4.611111111111111,15.0
2024-W24-D1,2024-06-11,2024,24,6,1,2,0,0,15.0,18.333333333333336,42,142.79999999999998,4.8,15.0,15.0,40.0,4.866666666666666,12.5
2024-W24-D2,2024-06-12,2024,24,6,2,2,0,0,12.5,18.333333333333336,42,142.79999999999998,4.8,18.0,18.0,48.0,4.777777777777778,15.0
2024-W24-D3,2024-06-13,2024,24,6,3,2,0,0,15.0,18.452380952380953,42,142.79999999999998,4.8,17.0,17.0,38.0,4.529411764705882,14.166666666666666
2024-W24-D4,2024-06-14,2024,24,6,4,2,0,1,14.166666666666666,17.976190476190474,42,142.79999999999998,4.8,17.0,17.0,39.0,4.117647058823529,14.166666666666666
2024-W24-D5,2024-06-15,2024,24,6,5,2,0,1,14.166666666666666,16.666666666666668,42,142.79999999999998,4.8,20.0,20.0,55.0,4.0,16.666666666666664
2024-W24-D6,2024-06-16,2024,24,6,6,2,0,0,16.666666666666664,15.476190476190478,42,142.79999999999998,4.8,21.0,21.0,61.0,4.0,17.5
2024-W25-D0,2024-06-17,2024,25,6,0,2,0,0,17.5,15.0,42,142.79999999999998,4.8,18.0,18.0,47.0,4.0,15.0
2024-W25-D1,2024-06-18,2024,25,6,1,2,0,0,15.0,15.0,42,142.79999999999998,4.8,18.0,18.0,53.0,3.888888888888889,15.0
2024-W25-D2,2024-06-19,2024,25,6,2,2,0,0,15.0,15.357142857142858,42,142.79999999999998,4.8,18.0,18.0,59.0,4.0,15.0
2024-W25-D3,2024-06-20,2024,25,6,3,2,0,0,15.0,15.357142857142858,42,142.79999999999998,4.8,15.0,15.0,48.0,3.7333333333333334,12.5
2024-W25-D4,2024-06-21,2024,25,6,4,2,0,1,12.5,15.11904761904762,42,142.79999999999998,4.8,13.0,13.0,42.0,3.5384615384615383,10.833333333333334
2024-W25-D5,2024-06-22,2024,25,6,5,2,0,1,10.833333333333334,14.642857142857142,42,142.79999999999998,4.8,15.0,15.0,41.0,3.2,12.5
2024-W25-D6,2024-06-23,2024,25,6,6,2,0,0,12.5,14.04761904761905,42,142.79999999999998,4.8,14.0,14.0,40.0,3.857142857142857,11.666666666666666
2024-W26-D0,2024-06-24,2024,26,6,0,2,0,0,11.666666666666666,13.214285714285714,42,142.79999999999998,4.8,14.0,14.0,40.0,4.714285714285714,11.666666666666666
2024-W26-D1,2024-06-25,2024,26,6,1,2,0,0,11.666666666666666,12.73809523809524,42,142.79999999999998,4.8,19.0,19.0,60.0,4.578947368421052,15.833333333333332
2024-W26-D2,2024-06-26,2024,26,6,2,2,0,0,15.833333333333332,12.857142857142856,42,142.79999999999998,4.8,20.0,20.0,63.0,4.6,16.666666666666664
2024-W26-D3,2024-06-27,2024,26,6,3,2,0,0,16.666666666666664,13.095238095238097,42,142.79999999999998,4.8,19.0,19.0,60.0,4.842105263157895,15.833333333333332
2024-W26-D4,2024-06-28,2024,26,6,4,2,0,1,15.833333333333332,13.57142857142857,42,142.79999999999998,4.8,13.0,13.0,36.0,5.153846153846154,10.833333333333334
2024-W26-D5,2024-06-29,2024,26,6,5,2,0,1,10.833333333333334,13.571428571428571,42,142.79999999999998,4.8,19.0,19.0,54.0,4.421052631578948,15.833333333333332
2024-W26-D6,2024-06-30,2024,26,6,6,2,0,0,15.833333333333332,14.047619047619047,42,142.79999999999998,4.8,23.0,23.0,68.0,3.869565217391304,19.166666666666668
2024-W27-D0,2024-07-01,2024,27,7,0,2,1,0,19.166666666666668,15.119047619047617,42,142.79999999999998,4.8,27.0,27.0,80.0,5.37037037037037,22.5
2024-W27-D1,2024-07-02,2024,27,7,1,2,1,0,22.5,16.666666666666664,42,142.79999999999998,4.8,30.0,30.0,78.0,6.6,25.0
2024-W27-D2,2024-07-03,2024,27,7,2,2,1,0,25.0,17.976190476190478,42,142.79999999999998,4.8,38.0,38.0,98.0,7.2894736842105265,31.666666666666664
2024-W27-D3,2024-07-04,2024,27,7,3,2,1,0,31.666666666666664,20.119047619047617,42,142.79999999999998,4.8,42.0,42.0,113.0,7.476190476190476,35.0
2024-W27-D4,2024-07-05,2024,27,7,4,2,1,1,35.0,22.857142857142858,42,142.79999999999998,4.8,55.0,55.0,164.0,7.509090909090909,45.83333333333333
2024-W27-D5,2024-07-06,2024,27,7,5,2,1,1,45.83333333333333,27.857142857142858,42,142.79999999999998,4.8,70.0,70.0,214.0,7.214285714285714,58.333333333333336
2024-W27-D6,2024-07-07,2024,27,7,6,2,1,0,58.333333333333336,33.92857142857143,42,142.79999999999998,4.8,80.0,80.0,245.0,7.4375,66.66666666666666
2024-W28-D0,2024-07-08,2024,28,7,0,2,1,0,66.66666666666666,40.714285714285715,42,142.79999999999998,4.8,85.0,85.0,271.0,7.611764705882352,70.83333333333334
2024-W28-D1,2024-07-09,2024,28,7,1,2,1,0,70.83333333333334,47.61904761904761,42,142.79999999999998,4.8,86.0,86.0,268.0,7.790697674418604,71.66666666666667
2024-W28-D2,2024-07-10,2024,28,7,2,2,1,0,71.66666666666667,54.285714285714285,42,142.79999999999998,4.8,90.0,90.0,287.0,7.933333333333334,75.0
2024-W28-D3,2024-07-11,2024,28,7,3,2,1,0,75.0,60.47619047619048,42,142.79999999999998,4.8,90.0,90.0,282.0,8.311111111111112,75.0
2024-W28-D4,2024-07-12,2024,28,7,4,2,1,1,75.0,66.19047619047619,42,142.79999999999998,4.8,91.0,91.0,282.0,8.395604395604396,75.83333333333333
2024-W28-D5,2024-07-13,2024,28,7,5,2,1,1,75.83333333333333,70.47619047619047,42,142.79999999999998,4.8,95.0,95.0,281.0,8.68421052631579,79.16666666666666
2024-W28-D6,2024-07-14,2024,28,7,6,2,1,0,79.16666666666666,73.45238095238095,42,142.79999999999998,4.8,92.0,92.0,257.0,8.891304347826088,76.66666666666667
2024-W29-D0,2024-07-15,2024,29,7,0,2,1,0,76.66666666666667,74.8809523809524,42,142.79999999999998,4.8,96.0,96.0,283.0,8.59375,80.0
2024-W29-D1,2024-07-16,2024,29,7,1,2,1,0,80.0,76.19047619047619,42,142.79999999999998,4.8,96.0,96.0,283.0,8.510416666666666,80.0
2024-W29-D2,2024-07-17,2024,29,7,2,2,1,0,80.0,77.38095238095238,42,142.79999999999998,4.8,95.0,95.0,275.0,8.368421052631579,79.16666666666666
2024-W29-D3,2024-07-18,2024,29,7,3,2,1,0,79.16666666666666,77.97619047619047,42,142.79999999999998,4.8,95.0,95.0,285.0,8.56842105263158,79.16666666666666
2024-W29-D4,2024-07-19,2024,29,7,4,2,1,1,79.16666666666666,78.57142857142857,42,142.79999999999998,4.8,96.0,96.0,284.0,8.666666666666666,80.0
2024-W29-D5,2024-07-20,2024,29,7,5,2,1,1,80.0,79.16666666666666,42,142.79999999999998,4.8,100.0,100.0,305.0,8.7,83.33333333333334
2024-W29-D6,2024-07-21,2024,29,7,6,2,1,0,83.33333333333334,79.76190476190477,42,142.79999999999998,4.8,98.0,98.0,303.0,8.540816326530612,81.66666666666667
2024-W30-D0,2024-07-22,2024,30,7,0,2,1,0,81.66666666666667,80.47619047619048,42,142.79999999999998,4.8,94.0,94.0,273.0,8.574468085106384,78.33333333333333
2024-W30-D1,2024-07-23,2024,30,7,1,2,1,0,78.33333333333333,80.23809523809523,42,142.79999999999998,4.8,85.0,85.0,253.0,8.729411764705882,70.83333333333334
2024-W30-D2,2024-07-24,2024,30,7,2,2,1,0,70.83333333333334,78.92857142857143,42,142.79999999999998,4.8,77.0,77.0,231.0,8.987012987012987,64.16666666666667
2024-W30-D3,2024-07-25,2024,30,7,3,2,1,0,64.16666666666667,76.78571428571429,42,142.79999999999998,4.8,73.0,73.0,218.0,8.986301369863014,60.83333333333333
2024-W30-D4,2024-07-26,2024,30,7,4,2,1,1,60.83333333333333,74.16666666666667,42,142.79999999999998,4.8,77.0,77.0,230.0,8.766233766233766,64.16666666666667
2024-W30-D5,2024-07-27,2024,30,7,5,2,1,1,64.16666666666667,71.90476190476191,42,142.79999999999998,4.8,74.0,74.0,223.0,8.716216216216216,61.66666666666667
2024-W30-D6,2024-07-28,2024,30,7,6,2,1,0,61.66666666666667,68.80952380952381,42,142.79999999999998,4.8,76.0,76.0,232.0,8.855263157894736,63.33333333333333
2024-W31-D0,2024-07-29,2024,31,7,0,2,1,0,63.33333333333333,66.19047619047619,42,142.79999999999998,4.8,73.0,73.0,224.0,8.945205479452055,60.83333333333333
2024-W31-D1,2024-07-30,2024,31,7,1,2,1,0,60.83333333333333,63.69047619047619,42,142.79999999999998,4.8,81.0,81.0,246.0,9.135802469135802,67.5
2024-W31-D2,2024-07-31,2024,31,7,2,2,1,0,67.5,63.214285714285715,42,142.79999999999998,4.8,80.0,80.0,262.0,9.425,66.66666666666666
2024-W31-D3,2024-08-01,2024,31,8,3,2,1,0,66.66666666666666,63.57142857142857,42,142.79999999999998,4.8,78.0,78.0,250.0,9.371794871794872,65.0
2024-W31-D4,2024-08-02,2024,31,8,4,2,1,1,65.0,64.16666666666667,42,142.79999999999998,4.8,80.0,80.0,250.0,9.4125,66.66666666666666
2024-W31-D5,2024-08-03,2024,31,8,5,2,1,1,66.66666666666666,64.52380952380952,42,142.79999999999998,4.8,92.0,92.0,285.0,9.184782608695652,76.66666666666667
2024-W31-D6,2024-08-04,2024,31,8,6,2,1,0,76.66666666666667,66.66666666666666,42,142.79999999999998,4.8,95.0,95.0,283.0,9.073684210526316,79.16666666666666
2024-W32-D0,2024-08-05,2024,32,8,0,2,1,0,79.16666666666666,68.92857142857143,42,142.79999999999998,4.8,94.0,94.0,281.0,9.191489361702128,78.33333333333333
2024-W32-D1,2024-08-06,2024,32,8,1,2,1,0,78.33333333333333,71.42857142857143,42,142.79999999999998,4.8,83.0,83.0,239.0,9.313253012048191,69.16666666666667
2024-W32-D2,2024-08-07,2024,32,8,2,2,1,0,69.16666666666667,71.66666666666666,42,142.79999999999998,4.8,77.0,77.0,220.0,9.467532467532468,64.16666666666667
2024-W32-D3,2024-08-08,2024,32,8,3,2,1,0,64.16666666666667,71.30952380952381,42,142.79999999999998,4.8,78.0,78.0,239.0,9.14102564102564,65.0
2024-W32-D4,2024-08-09,2024,32,8,4,2,1,1,65.0,71.30952380952381,42,142.79999999999998,4.8,76.0,76.0,237.0,9.276315789473683,63.33333333333333
2024-W32-D5,2024-08-10,2024,32,8,5,2,1,1,63.33333333333333,70.83333333333334,42,142.79999999999998,4.8,69.0,69.0,218.0,9.681159420289855,57.49999999999999
2024-W32-D6,2024-08-11,2024,32,8,6,2,1,0,57.49999999999999,68.09523809523809,42,142.79999999999998,4.8,69.0,69.0,222.0,9.26086956521739,57.49999999999999
2024-W33-D0,2024-08-12,2024,33,8,0,2,1,0,57.49999999999999,65.0,42,142.79999999999998,4.8,74.0,74.0,242.0,8.932432432432432,61.66666666666667
2024-W33-D1,2024-08-13,2024,33,8,1,2,1,0,61.66666666666667,62.61904761904761,42,142.79999999999998,4.8,77.0,77.0,250.0,8.792207792207792,64.16666666666667
2024-W33-D2,2024-08-14,2024,33,8,2,2,1,0,64.16666666666667,61.904761904761905,42,142.79999999999998,4.8,80.0,80.0,254.0,8.6,66.66666666666666
2024-W33-D3,2024-08-15,2024,33,8,3,2,1,0,66.66666666666666,62.26190476190476,42,142.79999999999998,4.8,78.0,78.0,244.0,8.564102564102564,65.0
2024-W33-D4,2024-08-16,2024,33,8,4,2,1,1,65.0,62.26190476190476,42,142.79999999999998,4.8,78.0,78.0,237.0,8.371794871794872,65.0
2024-W33-D5,2024-08-17,2024,33,8,5,2,1,1,65.0,62.5,42,142.79999999999998,4.8,75.0,75.0,221.0,8.093333333333334,62.5
2024-W33-D6,2024-08-18,2024,33,8,6,2,1,0,62.5,63.214285714285715,42,142.79999999999998,4.8,80.0,80.0,236.0,8.275,66.66666666666666
2024-W34-D0,2024-08-19,2024,34,8,0,2,1,0,66.66666666666666,64.52380952380953,42,142.79999999999998,4.8,79.0,79.0,235.0,8.30379746835443,65.83333333333333
2024-W34-D1,2024-08-20,2024,34,8,1,2,1,0,65.83333333333333,65.11904761904762,42,142.79999999999998,4.8,78.0,78.0,245.0,8.179487179487179,65.0
2024-W34-D2,2024-08-21,2024,34,8,2,2,1,0,65.0,65.23809523809523,42,142.79999999999998,4.8,81.0,81.0,265.0,8.049382716049383,67.5
2024-W34-D3,2024-08-22,2024,34,8,3,2,1,0,67.5,65.35714285714286,42,142.79999999999998,4.8,80.0,80.0,272.0,8.25,66.66666666666666
2024-W34-D4,2024-08-23,2024,34,8,4,2,1,1,66.66666666666666,65.59523809523809,42,142.79999999999998,4.8,78.0,78.0,274.0,8.512820512820513,65.0
2024-W34-D5,2024-08-24,2024,34,8,5,2,1,1,65.0,65.59523809523809,42,142.79999999999998,4.8,79.0,79.0,282.0,8.518987341772151,65.83333333333333
2024-W34-D6,2024-08-25,2024,34,8,6,2,1,0,65.83333333333333,66.07142857142857,42,142.79999999999998,4.8,75.0,75.0,250.0,8.653333333333334,62.5
2024-W35-D0,2024-08-26,2024,35,8,0,2,1,0,62.5,65.47619047619047,42,142.79999999999998,4.8,80.0,80.0,255.0,8.6875,66.66666666666666
2024-W35-D1,2024-08-27,2024,35,8,1,2,1,0,66.66666666666666,65.59523809523809,42,142.79999999999998,4.8,77.0,77.0,235.0,8.675324675324676,64.16666666666667
2024-W35-D2,2024-08-28,2024,35,8,2,2,1,0,64.16666666666667,65.47619047619047,42,142.79999999999998,4.8,79.0,79.0,237.0,8.30379746835443,65.83333333333333
2024-W35-D3,2024-08-29,2024,35,8,3,2,1,0,65.83333333333333,65.23809523809523,42,142.79999999999998,4.8,84.0,84.0,245.0,8.142857142857142,70.0
2024-W35-D4,2024-08-30,2024,35,8,4,2,1,1,70.0,65.71428571428571,42,142.79999999999998,4.8,83.0,83.0,247.0,8.27710843373494,69.16666666666667
2024-W35-D5,2024-08-31,2024,35,8,5,2,1,1,69.16666666666667,66.30952380952381,42,142.79999999999998,4.8,85.0,85.0,267.0,8.258823529411766,70.83333333333334
2024-W35-D6,2024-09-01,2024,35,9,6,3,1,0,70.83333333333334,67.02380952380952,42,142.79999999999998,4.8,78.0,78.0,245.0,8.487179487179487,65.0
2024-W36-D0,2024-09-02,2024,36,9,0,3,0,0,65.0,67.38095238095238,42,142.79999999999998,4.8,77.0,77.0,241.0,8.03896103896104,64.16666666666667
2024-W36-D1,2024-09-03,2024,36,9,1,3,0,0,64.16666666666667,67.02380952380953,42,142.79999999999998,4.8,63.0,63.0,197.0,8.380952380952381,52.5
2024-W36-D2,2024-09-04,2024,36,9,2,3,0,0,52.5,65.35714285714286,42,142.79999999999998,4.8,54.0,54.0,169.0,8.685185185185185,45.0
2024-W36-D3,2024-09-05,2024,36,9,3,3,0,0,45.0,62.38095238095239,42,142.79999999999998,4.8,42.0,42.0,139.0,8.642857142857142,35.0
2024-W36-D4,2024-09-06,2024,36,9,4,3,0,1,35.0,57.38095238095239,42,142.79999999999998,4.8,39.0,39.0,135.0,8.051282051282051,32.5
2024-W36-D5,2024-09-07,2024,36,9,5,3,0,1,32.5,52.142857142857146,42,142.79999999999998,4.8,28.0,28.0,95.0,8.071428571428571,23.333333333333332
2024-W36-D6,2024-09-08,2024,36,9,6,3,0,0,23.333333333333332,45.357142857142854,42,142.79999999999998,4.8,24.0,24.0,74.0,8.208333333333334,20.0
2024-W37-D0,2024-09-09,2024,37,9,0,3,0,0,20.0,38.92857142857143,42,142.79999999999998,4.8,23.0,23.0,62.0,7.086956521739131,19.166666666666668
2024-W37-D1,2024-09-10,2024,37,9,1,3,0,0,19.166666666666668,32.5,42,142.79999999999998,4.8,22.0,22.0,60.0,6.636363636363637,18.333333333333332
2024-W37-D2,2024-09-11,2024,37,9,2,3,0,0,18.333333333333332,27.619047619047617,42,142.79999999999998,4.8,22.0,22.0,53.0,5.909090909090909,18.333333333333332
2024-W37-D3,2024-09-12,2024,37,9,3,3,0,0,18.333333333333332,23.809523809523807,42,142.79999999999998,4.8,21.0,21.0,52.0,6.428571428571429,17.5
2024-W37-D4,2024-09-13,2024,37,9,4,3,0,1,17.5,21.309523809523817,42,142.79999999999998,4.8,21.0,21.0,56.0,5.857142857142857,17.5
2024-W37-D5,2024-09-14,2024,37,9,5,3,0,1,17.5,19.166666666666664,42,142.79999999999998,4.8,21.0,21.0,59.0,5.095238095238095,17.5
2024-W37-D6,2024-09-15,2024,37,9,6,3,0,0,17.5,18.333333333333336,42,142.79999999999998,4.8,19.0,19.0,54.0,4.947368421052632,15.833333333333332
2024-W38-D0,2024-09-16,2024,38,9,0,3,0,0,15.833333333333332,17.738095238095237,42,142.79999999999998,4.8,15.0,15.0,39.0,5.066666666666666,12.5
2024-W38-D1,2024-09-17,2024,38,9,1,3,0,0,12.5,16.785714285714285,42,142.79999999999998,4.8,13.0,13.0,35.0,4.6923076923076925,10.833333333333334
2024-W38-D2,2024-09-18,2024,38,9,2,3,0,0,10.833333333333334,15.714285714285714,42,142.79999999999998,4.8,9.0,9.0,22.0,4.444444444444445,7.5
2024-W38-D3,2024-09-19,2024,38,9,3,3,0,0,7.5,14.166666666666666,42,142.79999999999998,4.8,9.0,9.0,19.0,4.777777777777778,7.5
2024-W38-D4,2024-09-20,2024,38,9,4,3,0,1,7.5,12.738095238095235,42,142.79999999999998,4.8,16.0,16.0,41.0,4.0,13.333333333333334
2024-W38-D5,2024-09-21,2024,38,9,5,3,0,1,13.333333333333334,12.142857142857142,42,142.79999999999998,4.8,19.0,19.0,52.0,3.6842105263157894,15.833333333333332
2024-W38-D6,2024-09-22,2024,38,9,6,3,0,0,15.833333333333332,11.904761904761903,42,142.79999999999998,4.8,18.0,18.0,49.0,4.0,15.0
2024-W39-D0,2024-09-23,2024,39,9,0,3,0,0,15.0,11.785714285714286,42,142.79999999999998,4.8,15.0,15.0,42.0,4.466666666666667,12.5
2024-W39-D1,2024-09-24,2024,39,9,1,3,0,0,12.5,11.785714285714286,42,142.79999999999998,4.8,17.0,17.0,52.0,4.176470588235294,14.166666666666666
2024-W39-D2,2024-09-25,2024,39,9,2,3,0,0,14.166666666666666,12.26190476190476,42,142.79999999999998,4.8,12.0,12.0,36.0,4.0,10.0
2024-W39-D3,2024-09-26,2024,39,9,3,3,0,0,10.0,12.61904761904762,42,142.79999999999998,4.8,11.0,11.0,45.0,4.181818181818182,9.166666666666666
2024-W39-D4,2024-09-27,2024,39,9,4,3,0,1,9.166666666666666,12.857142857142858,42,142.79999999999998,4.8,12.0,12.0,45.0,4.166666666666667,10.0
2024-W39-D5,2024-09-28,2024,39,9,5,3,0,1,10.0,12.38095238095238,42,142.79999999999998,4.8,12.0,12.0,45.0,3.9166666666666665,10.0
2024-W39-D6,2024-09-29,2024,39,9,6,3,0,0,10.0,11.547619047619047,42,142.79999999999998,4.8,14.0,14.0,47.0,4.142857142857143,11.666666666666666
2024-W40-D0,2024-09-30,2024,40,9,0,3,0,0,11.666666666666666,11.071428571428571,42,142.79999999999998,4.8,11.0,11.0,33.0,4.454545454545454,9.166666666666666
2024-W40-D1,2024-10-01,2024,40,10,1,3,0,0,9.166666666666666,10.595238095238091,42,142.79999999999998,4.8,11.0,11.0,24.0,4.454545454545454,9.166666666666666
2024-W40-D2,2024-10-02,2024,40,10,2,3,0,0,9.166666666666666,9.88095238095238,42,142.79999999999998,4.8,12.0,12.0,31.0,4.416666666666667,10.0
2024-W40-D3,2024-10-03,2024,40,10,3,3,0,0,10.0,9.88095238095238,42,142.79999999999998,4.8,15.0,15.0,47.0,4.466666666666667,12.5
2024-W40-D4,2024-10-04,2024,40,10,4,3,0,1,12.5,10.357142857142858,42,142.79999999999998,4.8,16.0,16.0,50.0,4.3125,13.333333333333334
2024-W40-D5,2024-10-05,2024,40,10,5,3,0,1,13.333333333333334,10.833333333333332,42,142.79999999999998,4.8,17.0,17.0,52.0,4.117647058823529,14.166666666666666
2024-W40-D6,2024-10-06,2024,40,10,6,3,0,0,14.166666666666666,11.428571428571429,42,142.79999999999998,4.8,12.0,12.0,39.0,4.666666666666667,10.0
2024-W41-D0,2024-10-07,2024,41,10,0,3,0,0,10.0,11.19047619047619,42,142.79999999999998,4.8,11.0,11.0,34.0,5.0,9.166666666666666
2024-W41-D1,2024-10-08,2024,41,10,1,3,0,0,9.166666666666666,11.190476190476192,42,142.79999999999998,4.8,9.0,9.0,31.0,5.444444444444445,7.5
2024-W41-D2,2024-10-09,2024,41,10,2,3,0,0,7.5,10.95238095238095,42,142.79999999999998,4.8,8.0,8.0,26.0,5.375,6.666666666666667
2024-W41-D3,2024-10-10,2024,41,10,3,3,0,0,6.666666666666667,10.476190476190476,42,142.79999999999998,4.8,9.0,9.0,41.0,4.888888888888889,7.5
2024-W41-D4,2024-10-11,2024,41,10,4,3,0,1,7.5,9.76190476190476,42,142.79999999999998,4.8,14.0,14.0,57.0,4.642857142857143,11.666666666666666
